date,branch,revenue,orders,profit,customer_rating,complaints,marketing_spend,online_orders,dinein_orders
2022-10-21,Velachery,41023.19,94,8972.0,3.8,1,3436.96,40,54
2023-01-07,T Nagar,89850.77,251,24650.59,4.1,3,7068.35,140,111
2023-05-24,Velachery,35086.79,81,7652.25,4.1,2,1571.48,39,42
2023-08-15,Adyar,56326.03,127,11379.54,4.8,0,4875.3,67,60
2023-03-19,OMR,51464.53,122,11633.68,4.4,5,2764.73,51,71
2023-06-08,Anna Nagar,41504.3,97,8014.54,4.4,1,2907.29,34,63
2022-04-01,Adyar,45080.66,102,12621.74,4.2,2,3043.52,51,51
2023-05-18,Adyar,47547.77,124,10009.42,3.8,2,3908.5,62,62
2023-11-30,T Nagar,59363.99,158,13721.13,4.1,1,3516.88,63,95
2023-01-27,Adyar,54464.69,135,15073.48,3.5,0,4642.28,67,68
2022-10-02,OMR,61636.11,171,13930.78,3.6,1,3623.89,95,76
2023-08-27,Anna Nagar,49963.28,120,13538.68,4.3,0,4452.7,47,73
2022-01-30,Velachery,63413.7,166,14120.55,4.4,1,3848.92,90,76
2022-02-13,T Nagar,64520.13,144,17000.86,4.1,1,5493.57,79,65
2023-04-16,OMR,41971.19,109,10258.39,4.4,1,2026.66,53,56
2022-03-02,Anna Nagar,45661.98,115,8736.22,4.1,0,4074.97,64,51
2023-03-26,OMR,58812.55,132,12936.49,4.3,1,3256.38,75,57
2023-11-03,Anna Nagar,48531.01,124,13491.21,4.6,1,2489.35,62,62
2022-04-03,Anna Nagar,54505.88,150,13547.79,4.7,1,3352.95,60,90
2023-10-29,Anna Nagar,62023.73,143,11405.38,4.0,2,4524.45,59,84
2023-03-04,Velachery,46576.74,115,12498.8,4.1,2,2909.75,44,71
2022-10-08,Anna Nagar,136941.24,364,35330.68,3.7,1,6153.71,134,230
2022-09-17,Velachery,44850.4,103,12202.4,4.3,0,2883.48,52,51
2022-12-26,Anna Nagar,51889.62,129,12558.54,4.9,4,3315.08,60,69
2022-06-19,T Nagar,56584.46,158,10256.46,4.2,1,4804.65,78,80
2023-04-21,Velachery,36454.21,89,9652.65,4.2,1,3234.51,52,37
2023-06-19,Velachery,32166.51,71,8406.57,3.6,2,1437.71,42,29
2023-09-29,Adyar,53456.05,123,11564.83,4.2,3,2605.4,57,66
2022-01-31,T Nagar,57651.35,147,12537.62,4.5,0,4973.96,81,66
2023-11-30,Velachery,43608.76,124,10326.73,4.7,2,2016.34,67,57
2022-10-19,OMR,49403.19,110,10401.55,4.6,0,3475.51,60,50
2022-02-12,Anna Nagar,52762.35,120,14507.12,4.6,1,2498.49,69,51
2023-12-15,Velachery,44003.52,115,10774.86,,4,2771.58,56,59
2022-07-24,Anna Nagar,51830.21,116,12547.62,4.6,1,4479.84,62,54
2022-01-14,Velachery,43770.79,97,11139.28,4.3,0,3584.84,39,58
2023-10-03,Velachery,47177.2,128,10696.17,3.8,3,3229.16,59,69
2023-02-08,Adyar,59836.64,141,15894.08,4.3,2,,71,70
2022-03-10,Anna Nagar,45759.66,125,12210.82,4.1,2,2945.62,71,54
2023-02-20,Velachery,42697.77,95,11348.62,,5,3299.99,33,62
2023-12-21,Adyar,129646.17,293,24310.88,3.6,2,10042.97,138,155
2022-02-11,Adyar,50146.49,114,12081.21,3.8,2,3444.93,52,62
2022-05-18,Anna Nagar,40240.87,97,8132.94,4.3,1,3578.21,52,45
2022-03-08,T Nagar,57269.31,146,14346.16,3.7,2,2940.41,80,66
2023-12-22,Velachery,42679.47,117,8101.1,3.8,3,2528.52,69,48
2023-10-31,Velachery,47012.67,120,10178.48,4.6,1,2546.84,44,76
2022-01-29,T Nagar,66825.14,171,18278.13,4.4,2,2712.32,84,87
2023-06-26,Anna Nagar,41658.73,109,11113.06,4.2,1,2150.77,54,55
2022-10-17,T Nagar,56262.98,156,14371.6,4.8,3,2872.32,55,101
2023-09-03,Adyar,50944.05,119,9177.02,4.4,1,3514.0,67,52
2022-06-15,Anna Nagar,43251.94,114,9641.65,5.0,2,2309.17,62,52
2022-09-06,Anna Nagar,40480.79,92,10802.86,4.2,2,3085.33,49,43
2023-08-25,T Nagar,46246.65,105,12344.08,3.3,3,4157.36,52,53
2023-07-12,Velachery,37826.91,91,9538.02,3.6,2,2149.07,36,55
2023-03-23,Anna Nagar,49533.65,131,9071.31,4.4,3,2277.18,66,65
2022-10-20,Adyar,59182.25,138,14655.83,4.1,0,2710.7,76,62
2023-09-21,T Nagar,138061.5,385,31267.35,4.4,2,11341.09,160,225
2023-11-17,Velachery,47872.41,121,13078.52,4.1,2,2301.37,47,74
2023-08-23,T Nagar,54027.22,130,13509.54,4.4,5,2844.76,71,59
2023-08-19,Adyar,61161.75,168,13808.14,4.1,1,3878.28,92,76
2023-10-09,OMR,53751.98,131,12131.68,3.0,3,2369.79,77,54
2023-11-22,Velachery,37169.52,103,8397.79,4.1,2,3247.63,59,44
2023-03-11,Anna Nagar,55576.06,138,11113.15,4.3,1,4308.66,74,64
2023-10-25,Velachery,45011.31,102,11706.14,4.5,2,3496.59,57,45
2023-08-01,Anna Nagar,49394.31,126,11929.18,4.1,2,3164.17,58,68
2022-01-03,OMR,12820.21,32,2998.73,4.5,2,977.3,14,18
2023-03-18,OMR,51623.23,145,12604.31,4.3,2,4257.11,55,90
2022-09-16,Adyar,48257.42,119,9154.15,3.5,1,3464.73,46,73
2023-01-24,Velachery,45268.04,116,12251.55,3.4,2,3747.83,55,61
2022-02-02,T Nagar,55656.7,148,15073.27,3.7,2,3087.5,87,61
2023-01-24,Anna Nagar,54383.68,122,10501.81,3.5,2,4343.61,58,64
2022-08-24,Anna Nagar,43807.29,116,10141.41,3.9,3,2925.35,50,66
2022-09-30,OMR,41400.87,101,9220.39,4.1,1,2972.37,55,46
2023-06-09,Velachery,38962.28,95,9094.15,4.6,3,2066.35,44,51
2022-09-25,Anna Nagar,49227.62,132,9761.04,4.2,3,4001.49,55,77
2022-02-10,T Nagar,54591.45,144,14947.07,4.4,0,4437.39,75,69
2023-12-07,Velachery,41369.11,114,7725.97,4.1,0,1746.0,52,62
2023-03-14,Anna Nagar,47480.41,119,12985.38,3.9,1,3411.67,68,51
2023-11-05,Anna Nagar,66820.94,165,15636.29,3.7,6,4213.17,71,94
2022-09-07,Anna Nagar,50584.16,122,12890.02,3.2,3,2592.54,58,64
2022-01-12,Adyar,59697.78,148,12340.36,4.5,1,2609.74,64,84
2022-04-25,Velachery,32160.12,84,7253.65,4.4,3,1828.37,40,44
2023-11-14,Velachery,44579.21,109,8158.1,4.2,1,2475.34,60,49
2023-09-14,Velachery,33123.85,80,7911.77,3.8,1,2369.51,31,49
2022-10-14,OMR,43300.51,113,9548.66,3.8,1,3771.18,43,70
2022-08-12,OMR,35363.35,81,9085.33,3.7,3,2340.08,41,40
2023-03-16,OMR,41280.76,110,8796.07,3.8,0,1854.84,48,62
2023-03-25,Anna Nagar,60101.24,145,12234.7,3.9,0,4548.64,82,63
2022-01-10,Velachery,46637.33,111,8883.6,3.9,2,3085.04,54,57
2023-12-18,Anna Nagar,52655.69,139,11047.39,4.6,4,3114.85,77,62
2022-09-15,OMR,38723.94,96,7766.06,3.9,2,3001.9,51,45
2023-12-07,OMR,52177.69,128,10456.41,4.0,0,3580.93,65,63
2023-08-12,Velachery,38278.85,85,9201.22,3.6,3,3088.17,40,45
2023-03-18,Velachery,46938.27,113,12583.05,4.1,2,1959.47,62,51
2022-05-13,OMR,40738.8,107,8574.67,3.8,2,2758.91,45,62
2023-03-15,T Nagar,62487.49,159,12824.25,4.6,0,3751.42,61,98
2022-03-24,Anna Nagar,43694.87,99,12040.78,4.3,2,3631.32,54,45
2022-12-24,OMR,57528.18,161,15033.25,4.1,4,4096.3,78,83
2023-06-19,Adyar,39207.07,96,10701.53,,2,2779.6,38,58
2022-01-01,Velachery,51233.76,143,12787.73,4.1,1,3169.46,58,85
2023-09-21,Adyar,54851.6,149,13841.87,3.5,1,4675.06,58,91
2023-03-10,Velachery,36496.74,91,9456.18,4.1,0,2947.75,37,54
2022-07-28,Velachery,42424.63,120,8035.78,4.5,1,3490.7,43,77
2023-07-21,Adyar,49646.49,110,13207.77,,5,3370.76,48,62
2023-06-25,Velachery,43701.62,109,10707.39,4.4,9,3397.53,53,56
2023-04-21,Anna Nagar,50845.99,125,9600.45,4.3,3,3085.5,67,58
2023-06-02,Anna Nagar,34132.21,78,8776.22,4.7,4,1431.53,31,47
2023-02-09,Anna Nagar,44192.22,116,11121.44,,1,2560.19,48,68
2023-01-20,Anna Nagar,50790.24,117,9646.23,3.6,1,3120.16,59,58
2022-02-20,OMR,50535.68,139,11094.81,4.6,0,4255.41,63,76
2023-11-24,Velachery,39828.44,110,9046.38,4.1,1,2924.33,56,54
2022-06-23,Velachery,37381.43,92,9743.65,4.1,3,1502.78,36,56
2023-08-10,OMR,37974.68,92,7410.58,4.1,2,1573.09,44,48
2023-11-20,Anna Nagar,49628.06,116,11382.35,4.0,1,4170.42,52,64
2022-09-11,OMR,51020.67,132,11233.42,4.5,4,3876.94,65,67
2023-05-26,T Nagar,48283.32,123,11253.05,4.7,1,3156.0,64,59
2022-03-04,Anna Nagar,,119,10127.87,3.5,2,2685.63,68,51
2022-05-03,T Nagar,57702.9,133,11087.68,4.2,2,4645.28,62,71
2023-03-28,OMR,41554.63,108,7991.02,4.1,2,3593.04,51,57
2022-04-17,OMR,47093.93,130,11393.36,4.4,2,4106.61,68,62
2023-06-17,T Nagar,60150.95,168,15356.88,4.5,4,4591.1,97,71
2022-08-12,Anna Nagar,39846.54,111,8501.11,4.3,1,2943.74,40,71
2022-01-04,Adyar,58913.92,160,12141.8,4.9,1,5071.4,93,67
2023-01-09,Anna Nagar,52514.1,145,13239.5,4.5,1,2583.13,62,83
2022-12-31,Velachery,60669.86,171,14196.27,4.1,1,3791.68,70,101
2022-07-01,OMR,40292.3,101,9705.97,3.8,1,3004.59,49,52
2023-08-22,OMR,40020.63,93,8133.04,3.8,1,3509.01,47,46
2022-09-17,OMR,52771.01,142,12706.96,4.1,1,4442.68,82,60
2023-01-04,OMR,47188.83,108,10146.69,3.4,4,3261.24,48,60
2023-11-13,Adyar,54103.25,137,11935.87,3.7,2,4218.08,48,89
2022-01-10,Anna Nagar,52814.46,120,12355.11,4.2,1,4244.8,68,52
2022-11-04,Adyar,44289.98,113,10909.95,3.6,5,3331.54,57,56
2023-04-30,Velachery,51470.28,124,14140.78,4.9,0,2496.96,47,77
2023-01-14,Velachery,150512.49,375,35501.58,4.5,2,7827.37,183,192
2023-12-10,Anna Nagar,53184.17,145,10671.11,4.1,1,3955.23,63,82
2022-09-13,Anna Nagar,46323.54,103,12883.12,3.3,3,3357.32,56,47
2022-06-07,Velachery,37631.34,102,7383.81,3.7,3,2534.82,52,50
2023-01-25,Anna Nagar,59143.51,133,12390.24,4.2,4,3771.77,71,62
2022-05-02,Velachery,35925.14,84,9054.02,3.7,3,2621.67,45,39
2022-07-14,T Nagar,56030.24,130,11731.82,3.5,4,4358.95,57,73
2023-04-26,OMR,39302.66,91,10489.56,4.4,1,2539.55,38,53
2023-12-07,Adyar,63539.29,169,15751.28,4.4,3,4482.35,62,107
2022-11-15,Adyar,58091.1,135,14817.76,4.2,5,3255.94,72,63
2023-07-31,Velachery,30949.78,71,6096.6,4.6,2,1604.42,41,30
2022-01-17,OMR,112164.11,249,22371.58,4.4,1,6791.83,99,150
2023-05-10,T Nagar,45386.63,122,11033.08,3.8,3,2294.87,48,74
2022-12-26,Adyar,50744.52,132,11012.32,3.7,4,3928.34,74,58
2023-05-02,Velachery,34132.35,78,9486.18,3.6,2,1491.56,31,47
2022-01-10,T Nagar,60390.56,151,14949.11,4.3,5,3392.83,55,96
2022-02-10,Anna Nagar,48817.61,135,12065.63,4.7,4,3222.71,73,62
2022-05-19,T Nagar,42697.68,121,7780.2,4.4,1,1725.73,45,76
2023-08-13,Adyar,60472.79,164,12534.59,4.1,3,2669.58,58,106
2023-06-24,Anna Nagar,50814.65,113,11928.26,4.3,3,2195.83,57,56
2023-07-10,Adyar,53597.63,131,10524.32,3.9,1,2330.72,74,57
2022-05-29,OMR,46688.73,126,11291.57,4.3,1,3402.62,59,67
2023-06-18,Adyar,61267.45,149,12567.91,4.5,1,5174.81,82,67
2023-10-04,T Nagar,63624.11,169,14405.4,4.6,3,4876.69,63,106
2023-02-20,T Nagar,55329.34,132,12014.01,4.8,2,4826.06,69,63
2022-10-29,T Nagar,78157.75,187,18563.51,4.3,1,3247.05,74,113
2023-01-08,Anna Nagar,63493.05,176,16456.71,3.7,0,5116.18,82,94
2023-10-30,Anna Nagar,44008.6,113,11588.67,3.7,0,2759.94,59,54
2022-12-24,Anna Nagar,68466.31,160,15373.79,4.1,1,4766.01,84,76
2022-08-26,T Nagar,47548.81,122,12956.49,3.9,1,3917.45,54,68
2023-10-04,Adyar,63733.57,150,14460.49,,2,4853.54,83,67
2023-08-17,Adyar,,128,12673.01,4.4,3,3877.79,60,68
2023-09-16,T Nagar,59427.43,161,16293.19,4.0,5,3327.95,69,92
2022-11-02,T Nagar,49591.72,114,12905.55,3.5,0,2231.73,66,48
2023-04-16,Anna Nagar,55536.44,133,10159.28,4.2,2,3937.82,63,70
2022-09-10,OMR,58804.65,148,12687.88,3.6,0,3559.67,63,85
2023-10-29,T Nagar,76517.63,171,14765.23,4.8,2,6488.69,89,82
2022-10-17,OMR,,95,7631.29,4.1,2,2860.07,53,42
2022-03-31,Velachery,35706.29,92,8973.59,4.2,4,2364.13,37,55
2023-06-11,T Nagar,55020.81,152,13217.15,4.3,1,4404.24,76,76
2023-09-27,Velachery,43732.43,115,9728.18,3.4,1,2436.21,66,49
2022-04-06,Velachery,37638.3,105,7283.37,,1,2754.46,50,55
2022-09-04,OMR,44810.98,103,9630.02,4.1,1,3654.31,49,54
2023-06-05,T Nagar,49265.56,114,11827.07,3.9,4,4342.36,57,57
2022-08-28,Velachery,45338.68,122,9817.06,4.0,7,2363.91,52,70
2023-06-07,T Nagar,47898.63,135,12577.49,3.7,2,3100.77,58,77
2023-04-17,OMR,41630.55,96,9777.96,4.9,2,2729.61,56,40
2023-05-07,OMR,41214.53,93,11432.81,4.3,1,2291.61,47,46
2022-03-21,Anna Nagar,38038.76,102,10460.51,3.6,4,3017.13,37,65
2023-03-19,T Nagar,63328.24,158,12303.59,4.1,1,2709.0,80,78
2022-03-26,T Nagar,66031.07,148,16526.14,4.2,2,2779.93,85,63
2023-01-28,Velachery,52592.98,142,12058.77,4.5,0,4401.05,77,65
2022-01-31,Adyar,50524.5,139,9348.23,4.5,0,3926.01,56,83
2023-06-14,Adyar,37874.48,84,9341.61,4.2,1,3222.76,50,34
2022-10-26,OMR,46519.98,114,9525.68,4.1,4,3641.38,50,64
2023-10-08,Velachery,59289.44,137,13936.66,4.3,2,2896.65,53,84
2022-05-14,Anna Nagar,51460.63,115,13296.62,4.1,2,2971.44,52,63
2023-02-15,T Nagar,48767.57,121,9676.37,4.1,2,4101.97,52,69
2022-07-23,T Nagar,69842.44,159,13738.29,4.5,2,3571.69,60,99
2022-07-18,T Nagar,54719.64,149,10802.65,4.2,6,2463.74,79,70
2022-04-04,T Nagar,54825.86,131,12441.54,3.8,1,3143.61,74,57
2022-03-13,Velachery,48280.26,132,11114.43,3.8,1,3816.11,53,79
2023-04-30,T Nagar,63920.72,181,16896.18,,3,4404.95,103,78
2023-05-20,Anna Nagar,50321.08,124,9345.12,4.1,3,2290.98,50,74
2023-12-16,OMR,58572.62,138,16030.85,3.5,3,4419.57,60,78
2022-07-25,Adyar,50733.69,119,9364.26,4.3,3,2297.2,54,65
2023-06-21,Velachery,33369.17,93,8504.26,4.2,2,1440.72,36,57
2022-09-02,Adyar,48868.87,114,13134.25,4.3,1,3244.81,40,74
2023-05-14,Velachery,41941.66,105,11440.65,4.4,0,3291.02,58,47
2023-10-17,T Nagar,62211.88,168,11818.54,4.3,1,4800.77,96,72
2022-06-14,T Nagar,52514.63,145,13928.12,3.8,1,3679.62,85,60
2022-04-09,T Nagar,68357.62,157,14004.72,4.6,2,4211.61,81,76
2023-10-20,OMR,48667.3,130,13525.85,3.8,3,,55,75
2022-11-30,Adyar,52277.33,135,9646.19,4.5,2,4445.54,79,56
2022-08-12,Velachery,37581.92,106,8529.23,4.5,2,2563.19,37,69
2022-08-19,OMR,38489.28,103,8085.36,3.8,2,1781.26,43,60
2022-07-30,OMR,45028.9,114,10232.6,4.3,3,4045.76,47,67
2022-06-02,OMR,42566.52,115,11110.05,3.6,1,2707.65,44,71
2023-10-15,Anna Nagar,61277.39,160,13428.66,4.4,4,3254.18,69,91
2022-06-22,Anna Nagar,15287.37,40,2842.72,4.3,0,1073.02,20,20
2022-02-08,Anna Nagar,38832.72,89,10245.35,4.6,1,2463.34,40,49
2023-08-12,OMR,47472.02,118,13084.38,4.5,2,2467.68,69,49
2023-12-15,Anna Nagar,51567.82,129,11866.0,4.0,3,2892.08,49,80
2022-04-01,Anna Nagar,40581.86,90,8965.89,4.8,1,3437.49,36,54
2023-12-02,OMR,49398.07,112,10268.98,4.4,2,4230.19,59,53
2023-04-21,T Nagar,56135.41,147,15246.65,4.1,0,3387.22,61,86
2022-01-04,OMR,49804.61,132,13188.31,3.6,2,4306.83,54,78
2022-04-14,OMR,45049.63,128,11961.75,3.9,1,2070.96,45,83
2022-08-31,OMR,44356.84,103,10305.85,3.7,2,2627.2,43,60
2023-01-03,Velachery,45998.95,105,12163.62,3.8,2,2311.9,58,47
2023-03-02,T Nagar,59081.95,152,16482.53,3.7,1,3255.96,63,89
2023-08-18,T Nagar,43866.84,102,11591.51,3.7,1,2634.71,46,56
2022-08-05,Anna Nagar,40043.77,99,7806.94,3.9,1,2363.96,44,55
2023-05-26,Anna Nagar,43664.45,117,9423.74,4.1,4,,55,62
2022-08-09,Velachery,41460.93,104,8475.28,3.7,2,3560.99,48,56
2023-05-15,Anna Nagar,13810.74,30,3600.82,4.2,2,,12,18
2023-04-28,OMR,39801.38,92,9664.56,3.6,4,1781.96,44,48
2023-02-01,Velachery,38870.94,87,9232.15,4.3,0,1806.98,34,53
2023-10-21,T Nagar,72336.56,192,19831.33,3.9,6,6343.56,109,83
2022-03-01,Velachery,41639.04,110,8349.19,4.3,0,3327.69,64,46
2022-07-16,Adyar,60429.06,138,16667.08,4.5,1,4986.9,76,62
2023-02-19,OMR,50406.88,133,10126.95,4.4,1,3420.3,78,55
2023-09-09,Velachery,,116,10937.24,4.4,6,1977.22,59,57
2022-03-22,Velachery,38475.39,88,10525.19,3.6,1,3048.48,45,43
2023-05-03,T Nagar,38382.09,102,9141.65,3.4,1,1997.7,47,55
2023-05-07,Adyar,44171.35,98,9069.51,3.9,1,1819.34,46,52
2023-08-16,OMR,40626.97,96,10054.78,3.5,2,3336.52,38,58
2023-11-18,T Nagar,70164.85,173,14988.06,4.8,2,3971.3,99,74
2022-01-28,Adyar,62338.12,174,15543.68,4.2,0,2682.4,96,78
2022-06-09,OMR,32420.13,76,6022.28,3.5,1,1405.55,37,39
2022-08-05,Velachery,12821.44,33,2417.53,3.8,1,702.83,12,21
2023-04-13,T Nagar,58634.21,165,12540.36,3.7,1,3552.54,61,104
2022-03-24,Velachery,40583.66,98,10216.06,3.5,1,1661.97,36,62
2022-02-10,OMR,42659.09,114,9040.94,4.1,4,3643.15,60,54
2022-12-16,Adyar,51285.46,134,12090.32,3.5,3,3048.02,55,79
2022-08-12,T Nagar,54610.78,151,14359.85,4.5,1,4083.53,74,77
2023-03-22,Adyar,51798.2,115,12123.73,3.8,1,2569.21,64,51
2022-01-21,T Nagar,58212.45,132,15648.61,4.5,1,4816.34,74,58
2023-05-31,Adyar,45089.63,113,12168.97,3.8,1,3491.24,66,47
2022-08-23,Anna Nagar,14557.24,38,2852.48,3.7,1,699.08,13,25
2022-01-03,T Nagar,64470.97,152,15987.63,4.5,0,5257.36,54,98
2022-02-07,Adyar,53822.59,139,10720.41,3.8,6,3853.15,79,60
2023-03-03,T Nagar,51901.21,141,10844.13,4.2,3,3671.04,68,73
2022-08-18,OMR,44442.97,112,10276.31,3.4,5,2694.99,44,68
2022-09-13,Adyar,43416.74,108,10025.75,4.2,0,2517.52,60,48
2022-03-04,OMR,46103.77,109,10156.63,4.1,0,2100.2,41,68
2023-04-25,T Nagar,51248.55,121,9275.39,4.4,3,2916.27,51,70
2022-12-02,T Nagar,60281.37,146,14678.24,4.6,1,2540.21,87,59
2023-11-28,Velachery,43713.52,102,10464.61,3.5,2,1920.18,58,44
2022-11-29,T Nagar,57136.77,144,10616.0,4.2,3,3841.88,53,91
2023-03-03,Adyar,50598.55,129,11896.98,4.3,5,,55,74
2023-03-14,T Nagar,51013.35,142,10290.23,3.2,2,3220.43,71,71
2022-02-02,Velachery,40174.69,97,8253.82,3.7,3,3337.79,46,51
2022-01-19,OMR,51916.95,133,13406.62,4.1,6,3196.33,63,70
2022-03-17,OMR,45134.34,120,9822.18,4.3,2,2219.2,58,62
2022-04-15,OMR,35314.57,82,9556.77,4.1,2,3126.27,37,45
2022-06-04,T Nagar,56582.89,148,13887.18,4.4,5,2489.74,60,88
2022-05-24,Anna Nagar,41818.8,102,10051.1,3.8,2,3087.21,56,46
2023-11-18,OMR,55648.19,130,10501.21,3.8,1,4824.26,53,77
2022-05-01,T Nagar,56231.29,158,13485.6,3.7,3,4652.63,70,88
2023-08-16,Adyar,45198.86,104,11005.92,4.4,3,3889.57,57,47
2023-12-19,Anna Nagar,57431.2,154,14447.6,4.2,1,4594.65,67,87
2023-07-19,OMR,40286.5,98,9174.44,,1,1731.44,48,50
2022-11-09,Adyar,57750.73,133,13542.44,4.2,4,3189.53,69,64
2022-09-22,Anna Nagar,44709.84,103,8302.52,3.8,5,2724.19,47,56
2022-03-17,Anna Nagar,47946.55,114,10056.06,4.2,4,4133.94,67,47
2022-10-30,Adyar,,195,18010.93,,3,5469.26,71,124
2023-01-31,Anna Nagar,51410.72,132,10583.98,4.5,5,2948.9,72,60
2022-07-14,OMR,41942.48,105,10856.75,4.5,5,3033.56,37,68
2022-02-04,Adyar,44869.74,119,11840.82,4.1,2,,65,54
2023-05-27,OMR,124655.41,343,31155.47,4.6,3,9099.08,166,177
2023-02-01,Anna Nagar,48942.21,112,13487.71,4.4,0,2536.96,63,49
2023-09-28,T Nagar,54795.27,126,14346.87,4.0,2,4894.12,52,74
2022-05-17,OMR,32963.06,74,6333.25,4.4,1,2429.35,42,32
2023-03-20,Velachery,39703.5,99,9237.64,3.9,2,2969.97,47,52
2023-08-19,Anna Nagar,,125,11084.25,4.6,3,4323.93,47,78
2023-10-12,Velachery,44670.33,122,8460.76,4.2,3,2557.44,68,54
2023-07-21,T Nagar,42374.34,100,8987.68,4.1,2,2257.12,51,49
2022-12-28,Velachery,42752.09,104,10541.66,4.7,4,1874.04,60,44
2022-05-23,T Nagar,47619.74,111,12950.33,,2,3174.33,41,70
2023-02-04,OMR,45722.74,102,12731.16,,3,2908.28,40,62
2023-10-10,OMR,49865.56,129,9147.22,5.0,5,2477.28,55,74
2022-05-17,Adyar,45415.84,129,8372.09,4.7,0,1885.3,76,53
2022-03-30,Velachery,38686.56,108,7130.26,3.6,2,1850.28,55,53
2022-02-06,Anna Nagar,64517.61,174,14604.84,3.8,0,3720.58,86,88
2023-06-05,Adyar,41583.46,103,11100.34,4.0,2,3676.51,52,51
2022-06-19,OMR,42263.92,119,8506.21,3.5,3,3579.69,46,73
2023-11-15,Velachery,36072.66,88,9533.62,4.0,1,2814.98,45,43
2022-07-27,OMR,41766.88,94,10305.61,,1,2439.79,42,52
2022-09-05,T Nagar,46594.81,123,9544.51,4.0,5,3459.19,48,75
2022-04-22,Velachery,38972.13,96,10790.89,4.1,2,3318.75,45,51
2023-01-28,T Nagar,78964.06,214,19106.65,3.9,0,6780.49,99,115
2023-08-20,Adyar,64625.39,153,13484.64,4.2,3,5531.24,70,83
2022-02-19,Adyar,60992.66,169,15989.25,4.1,1,3086.84,89,80
2022-02-17,OMR,42734.04,98,11398.36,4.0,1,2345.26,44,54
2022-11-11,Adyar,55634.09,143,15119.78,3.9,3,3249.14,82,61
2023-03-09,Velachery,38022.61,103,8074.55,4.2,3,1717.77,57,46
2023-11-07,Anna Nagar,61551.1,166,16998.2,3.9,2,4036.11,88,78
2023-09-11,Adyar,53095.21,132,14261.14,3.1,3,4425.33,77,55
2023-12-30,Anna Nagar,67255.21,149,14083.51,4.3,2,5078.59,56,93
2023-02-17,Anna Nagar,40055.2,97,9830.43,3.1,2,3601.36,35,62
2022-02-26,Velachery,47792.34,114,10523.86,4.1,1,3134.52,61,53
2022-07-09,Velachery,39101.89,103,8166.2,4.0,4,,39,64
2022-04-06,T Nagar,48393.76,114,13277.47,4.1,4,3613.72,66,48
2023-09-09,Anna Nagar,,143,14654.19,4.1,5,4670.28,62,81
2022-04-25,Anna Nagar,46717.21,133,11389.59,3.2,3,3072.07,66,67
2023-02-22,Anna Nagar,47307.26,121,12999.07,4.3,1,2830.37,46,75
2022-06-15,Velachery,34329.2,77,8648.63,4.3,0,1480.15,34,43
2022-04-08,OMR,37715.8,100,7836.72,,4,2725.91,54,46
2023-04-08,Adyar,62375.55,170,12376.16,3.8,3,2623.96,91,79
2023-11-13,OMR,47720.54,126,10966.7,4.0,0,3333.81,57,69
2022-03-31,Anna Nagar,46584.05,125,8768.89,3.9,2,3448.38,64,61
2023-12-08,Adyar,62755.68,149,12257.78,3.8,0,4797.63,69,80
2022-10-13,OMR,46968.25,117,10355.72,3.6,0,3405.84,68,49
2023-09-15,Velachery,37592.49,103,9672.81,4.1,0,2195.83,58,45
2022-01-24,T Nagar,62007.97,170,11760.12,4.0,1,2521.94,77,93
2022-12-23,Adyar,61131.2,150,13794.82,4.0,0,5021.58,53,97
2022-06-20,Velachery,,91,7126.07,3.9,1,1830.36,51,40
2022-01-12,Anna Nagar,43806.29,123,10555.41,4.1,2,2853.28,44,79
2022-09-12,Adyar,55990.42,139,11260.16,4.1,1,4524.29,75,64
2022-10-12,Anna Nagar,48791.91,138,12096.49,4.5,3,2138.47,62,76
2022-12-03,T Nagar,75077.99,212,19270.45,4.5,3,5520.9,76,136
2023-04-07,T Nagar,51772.23,128,12433.98,4.1,4,3646.25,57,71
2023-12-12,T Nagar,58047.14,137,11218.7,3.9,1,4463.7,77,60
2023-06-01,OMR,36110.07,91,8680.38,3.7,3,2665.59,40,51
2023-05-30,OMR,40619.31,96,9811.87,4.3,5,3348.35,40,56
2023-07-03,Adyar,,136,9462.04,3.9,0,4424.02,79,57
2023-02-03,OMR,38617.46,110,10369.01,4.1,1,3023.89,41,69
2022-04-19,Velachery,41306.69,93,10507.21,4.2,2,2468.1,34,59
2022-08-26,Adyar,56367.94,142,10218.31,3.8,2,3600.5,81,61
2023-07-02,Adyar,53123.45,149,9804.52,4.3,2,2622.0,55,94
2022-08-22,OMR,38840.91,108,7322.49,4.0,3,2503.07,51,57
2022-08-16,Velachery,37666.0,83,9168.08,4.1,4,,42,41
2022-05-02,T Nagar,48296.17,133,12742.16,3.8,1,3273.29,69,64
2022-01-18,Adyar,,144,12078.49,3.8,5,3285.81,83,61
2022-06-15,T Nagar,46141.4,126,11412.57,3.5,0,3220.99,53,73
2023-05-12,Anna Nagar,41443.86,106,8692.41,3.9,3,3070.42,42,64
2022-04-26,Adyar,52886.9,122,13351.43,3.7,3,2454.22,46,76
2022-11-19,Velachery,55413.82,142,12571.68,5.0,4,3977.08,82,60
2022-12-02,Anna Nagar,48067.68,116,9976.62,4.0,2,3111.23,44,72
2023-10-12,Adyar,57654.68,148,12782.4,3.9,0,2642.4,52,96
2022-06-17,OMR,39278.42,92,9353.08,4.3,7,2307.17,51,41
